kind	file	line	value	extra
broken_md_link	source_snapshot/vendor/maennchen/zipstream-php/.github/PULL_REQUEST_TEMPLATE.md	6	?expand=1&template=NEW_FEATURE.md	source_snapshot/vendor/maennchen/zipstream-php/.github/?expand=1&template=NEW_FEATURE.md
broken_md_link	source_snapshot/vendor/facade/flare-client-php/README.md	27	CONTRIBUTING.md	source_snapshot/vendor/facade/flare-client-php/CONTRIBUTING.md
broken_md_link	source_snapshot/vendor/facade/ignition/README.md	26	CONTRIBUTING.md	source_snapshot/vendor/facade/ignition/CONTRIBUTING.md
broken_md_link	source_snapshot/vendor/laravelcollective/html/readme.md	1	LaravelCollectiveHTML-banner.png	source_snapshot/vendor/laravelcollective/html/LaravelCollectiveHTML-banner.png
broken_md_link	source_snapshot/vendor/laravelcollective/html/readme-ptbr.md	1	LaravelCollectiveHTML-banner.png	source_snapshot/vendor/laravelcollective/html/LaravelCollectiveHTML-banner.png
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1033	(https://github.com/PHPOffice/PhpSpreadsheet/pull/1500	source_snapshot/vendor/phpoffice/phpspreadsheet/(https:/github.com/PHPOffice/PhpSpreadsheet/pull/1500
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1472	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1473	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1474	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1475	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1476	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1520	./docs/topics/migration-from-PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.md	1528	./CHANGELOG.PHPExcel.md	source_snapshot/vendor/phpoffice/phpspreadsheet/CHANGELOG.PHPExcel.md
broken_md_link	source_snapshot/vendor/phpoffice/phpspreadsheet/README.md	151	/docs/topics/migration-from-PHPExcel.md	docs/topics/migration-from-PHPExcel.md
broken_md_link	source_snapshot/vendor/nunomaduro/collision/README.md	68	CONTRIBUTING.md	source_snapshot/vendor/nunomaduro/collision/CONTRIBUTING.md
broken_md_link	source_snapshot/vendor/nunomaduro/collision/README.md	70	CHANGELOG.md	source_snapshot/vendor/nunomaduro/collision/CHANGELOG.md
broken_md_link	source_snapshot/vendor/guzzlehttp/guzzle/README.md	1	.github/logo.png?raw=true	source_snapshot/vendor/guzzlehttp/guzzle/.github/logo.png?raw=true
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	192	doc/0_Introduction.markdown	source_snapshot/vendor/nikic/php-parser/doc/0_Introduction.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	193	doc/2_Usage_of_basic_components.markdown	source_snapshot/vendor/nikic/php-parser/doc/2_Usage_of_basic_components.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	197	doc/component/Walking_the_AST.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Walking_the_AST.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	204	doc/component/Name_resolution.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Name_resolution.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	207	doc/component/Pretty_printing.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Pretty_printing.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	211	doc/component/AST_builders.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/AST_builders.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	213	doc/component/Lexer.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Lexer.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	216	doc/component/Error_handling.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Error_handling.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	219	doc/component/Constant_expression_evaluation.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Constant_expression_evaluation.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	222	doc/component/JSON_representation.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/JSON_representation.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	224	doc/component/Performance.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/Performance.markdown
broken_md_link	source_snapshot/vendor/nikic/php-parser/README.md	228	doc/component/FAQ.markdown	source_snapshot/vendor/nikic/php-parser/doc/component/FAQ.markdown
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	86	../master/README.md#array	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	87	../master/README.md#collection	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	88	../master/README.md#object	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	89	../master/README.md#numbers	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	90	../master/README.md#type-checking	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/README.md	91	../master/README.md#xml	source_snapshot/vendor/hamcrest/master/README.md
broken_md_link	source_snapshot/vendor/hamcrest/hamcrest-php/CONTRIBUTING.md	32	CODE_OF_CONDUCT.md	source_snapshot/vendor/hamcrest/hamcrest-php/CODE_OF_CONDUCT.md
broken_md_link	source_snapshot/vendor/myclabs/deep-copy/README.md	69	doc/graph.png	source_snapshot/vendor/myclabs/deep-copy/doc/graph.png
broken_md_link	source_snapshot/vendor/myclabs/deep-copy/README.md	74	doc/clone.png	source_snapshot/vendor/myclabs/deep-copy/doc/clone.png
broken_md_link	source_snapshot/vendor/myclabs/deep-copy/README.md	79	doc/deep-clone.png	source_snapshot/vendor/myclabs/deep-copy/doc/deep-clone.png
broken_md_link	source_snapshot/vendor/myclabs/deep-copy/README.md	84	doc/deep-copy.png	source_snapshot/vendor/myclabs/deep-copy/doc/deep-copy.png
broken_md_link	source_snapshot/docs/01_OVERVIEW/06_ARCHITECTURE.md	819	07_QUOTATION_MODULE.md	source_snapshot/docs/01_OVERVIEW/07_QUOTATION_MODULE.md
broken_md_link	source_snapshot/docs/01_OVERVIEW/03_TECHNOLOGY_STACK.md	926	04_DATABASE_SCHEMA.md	source_snapshot/docs/01_OVERVIEW/04_DATABASE_SCHEMA.md
broken_md_link	source_snapshot/docs/01_OVERVIEW/01_APPLICATION_OVERVIEW.md	513	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/01_OVERVIEW/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/01_OVERVIEW/05_DATA_FLOW.md	779	04_DATABASE_SCHEMA.md	source_snapshot/docs/01_OVERVIEW/04_DATABASE_SCHEMA.md
broken_md_link	source_snapshot/docs/07_USER_GUIDES/34_QUICK_START.md	132	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/07_USER_GUIDES/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/07_USER_GUIDES/32_ADMIN_GUIDE.md	154	31_DISCOUNT_LOGIC.md	source_snapshot/docs/07_USER_GUIDES/31_DISCOUNT_LOGIC.md
broken_md_link	source_snapshot/docs/07_USER_GUIDES/39_FAQ.md	126	38_TROUBLESHOOTING.md	source_snapshot/docs/07_USER_GUIDES/38_TROUBLESHOOTING.md
broken_md_link	source_snapshot/docs/07_USER_GUIDES/39_FAQ.md	126	40_GLOSSARY.md	source_snapshot/docs/07_USER_GUIDES/40_GLOSSARY.md
broken_md_link	source_snapshot/docs/07_USER_GUIDES/33_USER_GUIDE.md	544	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/07_USER_GUIDES/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/04_UI_AND_API/14_ALL_PAGES_REFERENCE.md	883	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/04_UI_AND_API/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/04_UI_AND_API/25_VIEW_REFERENCE.md	184	24_MODEL_REFERENCE.md	source_snapshot/docs/04_UI_AND_API/24_MODEL_REFERENCE.md
broken_md_link	source_snapshot/docs/04_UI_AND_API/27_API_ENDPOINTS.md	64	28_BUSINESS_RULES.md	source_snapshot/docs/04_UI_AND_API/28_BUSINESS_RULES.md
broken_md_link	source_snapshot/docs/04_UI_AND_API/16_NAVIGATION_FLOW.md	98	17_QUOTATION_CREATION_FLOW.md	source_snapshot/docs/04_UI_AND_API/17_QUOTATION_CREATION_FLOW.md
broken_md_link	source_snapshot/docs/02_DATABASE/31_DISCOUNT_LOGIC.md	70	32_ADMIN_GUIDE.md	source_snapshot/docs/02_DATABASE/32_ADMIN_GUIDE.md
broken_md_link	source_snapshot/docs/02_DATABASE/42_DATABASE_DICTIONARY.md	85	41_CODE_CONVENTIONS.md	source_snapshot/docs/02_DATABASE/41_CODE_CONVENTIONS.md
broken_md_link	source_snapshot/docs/02_DATABASE/42_DATABASE_DICTIONARY.md	85	43_CHANGELOG.md	source_snapshot/docs/02_DATABASE/43_CHANGELOG.md
broken_md_link	source_snapshot/docs/02_DATABASE/28_BUSINESS_RULES.md	835	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/02_DATABASE/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/02_DATABASE/04_DATABASE_SCHEMA.md	854	02_FOLDER_STRUCTURE.md	source_snapshot/docs/02_DATABASE/02_FOLDER_STRUCTURE.md
broken_md_link	source_snapshot/docs/02_DATABASE/04_DATABASE_SCHEMA.md	854	05_DATA_FLOW.md	source_snapshot/docs/02_DATABASE/05_DATA_FLOW.md
broken_md_link	source_snapshot/docs/00_META/43_CHANGELOG.md	150	42_DATABASE_DICTIONARY.md	source_snapshot/docs/00_META/42_DATABASE_DICTIONARY.md
broken_md_link	source_snapshot/docs/00_META/40_GLOSSARY.md	150	39_FAQ.md	source_snapshot/docs/00_META/39_FAQ.md
broken_md_link	source_snapshot/docs/00_META/41_CODE_CONVENTIONS.md	85	42_DATABASE_DICTIONARY.md	source_snapshot/docs/00_META/42_DATABASE_DICTIONARY.md
broken_md_link	source_snapshot/docs/05_WORKFLOWS/19_BOM_CREATION_FLOW.md	985	07_QUOTATION_MODULE.md	source_snapshot/docs/05_WORKFLOWS/07_QUOTATION_MODULE.md
broken_md_link	source_snapshot/docs/05_WORKFLOWS/19_BOM_CREATION_FLOW.md	985	10_CLIENT_PROJECT_MODULE.md	source_snapshot/docs/05_WORKFLOWS/10_CLIENT_PROJECT_MODULE.md
broken_md_link	source_snapshot/docs/05_WORKFLOWS/22_DATA_IMPORT_FLOW.md	1010	23_CONTROLLER_REFERENCE.md	source_snapshot/docs/05_WORKFLOWS/23_CONTROLLER_REFERENCE.md
broken_md_link	source_snapshot/docs/05_WORKFLOWS/17_QUOTATION_CREATION_FLOW.md	1763	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/05_WORKFLOWS/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/03_MODULES/07_QUOTATION_MODULE.md	1166	04_DATABASE_SCHEMA.md	source_snapshot/docs/03_MODULES/04_DATABASE_SCHEMA.md
broken_md_link	source_snapshot/docs/03_MODULES/13_REPORTS_EXPORTS.md	94	14_ALL_PAGES_REFERENCE.md	source_snapshot/docs/03_MODULES/14_ALL_PAGES_REFERENCE.md
broken_md_link	source_snapshot/docs/06_TECHNICAL_REFERENCE/24_MODEL_REFERENCE.md	1071	25_VIEW_REFERENCE.md	source_snapshot/docs/06_TECHNICAL_REFERENCE/25_VIEW_REFERENCE.md
broken_md_link	source_snapshot/docs/06_TECHNICAL_REFERENCE/38_TROUBLESHOOTING.md	125	39_FAQ.md	source_snapshot/docs/06_TECHNICAL_REFERENCE/39_FAQ.md
broken_md_link	source_snapshot/docs/06_TECHNICAL_REFERENCE/23_CONTROLLER_REFERENCE.md	821	00_MASTER_DOCUMENTATION_INDEX.md	source_snapshot/docs/06_TECHNICAL_REFERENCE/00_MASTER_DOCUMENTATION_INDEX.md
broken_md_link	source_snapshot/docs/06_TECHNICAL_REFERENCE/36_SECURITY_GUIDE.md	62	32_ADMIN_GUIDE.md	source_snapshot/docs/06_TECHNICAL_REFERENCE/32_ADMIN_GUIDE.md
broken_md_link	features/master_bom/workflows/19_BOM_CREATION_FLOW.md	990	07_QUOTATION_MODULE.md	features/master_bom/workflows/07_QUOTATION_MODULE.md
broken_md_link	features/master_bom/workflows/19_BOM_CREATION_FLOW.md	990	10_CLIENT_PROJECT_MODULE.md	features/master_bom/workflows/10_CLIENT_PROJECT_MODULE.md
broken_md_link	features/master_bom/workflows/MASTER_BOM_BACKEND_DESIGN_PART8_OPERATIONS.md	262	MASTER_BOM_BACKEND_DESIGN_PART7_MASTER_DATA.md	features/master_bom/workflows/MASTER_BOM_BACKEND_DESIGN_PART7_MASTER_DATA.md
broken_md_link	features/master_bom/workflows/MASTER_BOM_BACKEND_DESIGN_PART8_OPERATIONS.md	263	MASTER_BOM_BACKEND_DESIGN_PART9_LOGIC.md	features/master_bom/workflows/MASTER_BOM_BACKEND_DESIGN_PART9_LOGIC.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	35	MASTER_BOM_BACKEND_DESIGN_PART2_DATA_MODELS.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART2_DATA_MODELS.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	48	MASTER_BOM_BACKEND_DESIGN_PART3_STRUCTURE.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART3_STRUCTURE.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	60	MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	72	MASTER_BOM_BACKEND_DESIGN_PART5_RULES.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART5_RULES.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	85	MASTER_BOM_BACKEND_DESIGN_PART6_SERVICES.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART6_SERVICES.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	97	MASTER_BOM_BACKEND_DESIGN_PART7_MASTER_DATA.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART7_MASTER_DATA.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	109	MASTER_BOM_BACKEND_DESIGN_PART8_OPERATIONS.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART8_OPERATIONS.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	122	MASTER_BOM_BACKEND_DESIGN_PART9_LOGIC.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART9_LOGIC.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	135	MASTER_BOM_BACKEND_DESIGN_PART10_INTERCONNECTIONS.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART10_INTERCONNECTIONS.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	148	MASTER_BOM_BACKEND_DESIGN_PART11_CODEBASE.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART11_CODEBASE.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	237	QUOTATION_BACKEND_DESIGN_INDEX.md	features/master_bom/_general/QUOTATION_BACKEND_DESIGN_INDEX.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_INDEX.md	238	PROJECT_BACKEND_DESIGN_INDEX.md	features/master_bom/_general/PROJECT_BACKEND_DESIGN_INDEX.md
broken_md_link	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART1_FOUNDATION.md	230	MASTER_BOM_BACKEND_DESIGN_PART2_DATA_MODELS.md	features/master_bom/_general/MASTER_BOM_BACKEND_DESIGN_PART2_DATA_MODELS.md
broken_md_link	features/master_bom/_general/09_BOM_MODULE.md	95	08_PRODUCT_MODULE.md	features/master_bom/_general/08_PRODUCT_MODULE.md
broken_md_link	features/master_bom/_general/09_BOM_MODULE.md	95	10_CLIENT_PROJECT_MODULE.md	features/master_bom/_general/10_CLIENT_PROJECT_MODULE.md
broken_md_link	features/master_bom/structure/MASTER_BOM_BACKEND_DESIGN_PART2_DATA_MODELS.md	263	MASTER_BOM_BACKEND_DESIGN_PART1_FOUNDATION.md	features/master_bom/structure/MASTER_BOM_BACKEND_DESIGN_PART1_FOUNDATION.md
broken_md_link	features/master_bom/structure/MASTER_BOM_BACKEND_DESIGN_PART3_STRUCTURE.md	238	MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md	features/master_bom/structure/MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md
broken_md_link	features/master_bom/validation/MASTER_BOM_BACKEND_DESIGN_PART5_RULES.md	263	MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md	features/master_bom/validation/MASTER_BOM_BACKEND_DESIGN_PART4_COPY_PROCESS.md
broken_md_link	features/master_bom/validation/MASTER_BOM_BACKEND_DESIGN_PART5_RULES.md	264	MASTER_BOM_BACKEND_DESIGN_PART6_SERVICES.md	features/master_bom/validation/MASTER_BOM_BACKEND_DESIGN_PART6_SERVICES.md
broken_md_link	features/employee/_general/12_USER_MANAGEMENT.md	120	11_PRICING_MODULE.md	features/employee/_general/11_PRICING_MODULE.md
broken_md_link	features/employee/_general/12_USER_MANAGEMENT.md	120	13_REPORTS_EXPORTS.md	features/employee/_general/13_REPORTS_EXPORTS.md
broken_md_link	features/employee/users/32_ADMIN_GUIDE.md	159	31_DISCOUNT_LOGIC.md	features/employee/users/31_DISCOUNT_LOGIC.md
broken_md_link	features/employee/users/32_ADMIN_GUIDE.md	159	33_USER_GUIDE.md	features/employee/users/33_USER_GUIDE.md
broken_md_link	features/project/workflows/PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md	241	PROJECT_BACKEND_DESIGN_PART7_MASTER_DATA.md	features/project/workflows/PROJECT_BACKEND_DESIGN_PART7_MASTER_DATA.md
broken_md_link	features/project/workflows/PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md	242	PROJECT_BACKEND_DESIGN_PART9_LOGIC.md	features/project/workflows/PROJECT_BACKEND_DESIGN_PART9_LOGIC.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_PART10_INTERCONNECTIONS.md	257	PROJECT_BACKEND_DESIGN_PART9_LOGIC.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART9_LOGIC.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_PART10_INTERCONNECTIONS.md	258	PROJECT_BACKEND_DESIGN_PART11_CODEBASE.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART11_CODEBASE.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_PART7_MASTER_DATA.md	261	PROJECT_BACKEND_DESIGN_PART6_SERVICES.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART6_SERVICES.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_PART7_MASTER_DATA.md	262	PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	35	PROJECT_BACKEND_DESIGN_PART2_DATA_MODELS.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART2_DATA_MODELS.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	47	PROJECT_BACKEND_DESIGN_PART3_STRUCTURE.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART3_STRUCTURE.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	59	PROJECT_BACKEND_DESIGN_PART4_NUMBERING.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART4_NUMBERING.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	72	PROJECT_BACKEND_DESIGN_PART5_RULES.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART5_RULES.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	85	PROJECT_BACKEND_DESIGN_PART6_SERVICES.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART6_SERVICES.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	110	PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART8_OPERATIONS.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	123	PROJECT_BACKEND_DESIGN_PART9_LOGIC.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART9_LOGIC.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	150	PROJECT_BACKEND_DESIGN_PART11_CODEBASE.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART11_CODEBASE.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_INDEX.md	287	QUOTATION_BACKEND_DESIGN_INDEX.md	features/project/_general/QUOTATION_BACKEND_DESIGN_INDEX.md
broken_md_link	features/project/_general/10_CLIENT_PROJECT_MODULE.md	248	09_BOM_MODULE.md	features/project/_general/09_BOM_MODULE.md
broken_md_link	features/project/_general/10_CLIENT_PROJECT_MODULE.md	248	11_PRICING_MODULE.md	features/project/_general/11_PRICING_MODULE.md
broken_md_link	features/project/_general/PROJECT_BACKEND_DESIGN_PART1_FOUNDATION.md	262	PROJECT_BACKEND_DESIGN_PART2_DATA_MODELS.md	features/project/_general/PROJECT_BACKEND_DESIGN_PART2_DATA_MODELS.md
broken_md_link	features/project/status_approvals/PROJECT_BACKEND_DESIGN_PART5_RULES.md	298	PROJECT_BACKEND_DESIGN_PART4_NUMBERING.md	features/project/status_approvals/PROJECT_BACKEND_DESIGN_PART4_NUMBERING.md
broken_md_link	features/project/status_approvals/PROJECT_BACKEND_DESIGN_PART5_RULES.md	299	PROJECT_BACKEND_DESIGN_PART6_SERVICES.md	features/project/status_approvals/PROJECT_BACKEND_DESIGN_PART6_SERVICES.md
broken_md_link	features/project/structure/PROJECT_BACKEND_DESIGN_PART4_NUMBERING.md	359	PROJECT_BACKEND_DESIGN_PART5_RULES.md	features/project/structure/PROJECT_BACKEND_DESIGN_PART5_RULES.md
