old_path,new_path,mapping_type,status,notes
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125236.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125256.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125333.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125414.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125740.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125820.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_125905.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_083924.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084016.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084030.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084058.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084124.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084151.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_084207.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_085739.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_085801.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_085824.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_090222.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_090726.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_logs/logs/test/schneider_Schneider_Switching_Controlling_TEST1_summary_20251226_090751.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_140913.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_141033.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_141221.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_141823.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_141913.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_141936.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_142503.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_142513.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_143823.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_143901.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_143913.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_143923.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_143938.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144009.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144019.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144031.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144045.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144141.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144602.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144639.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144750.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144902.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_144950.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_145030.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_145937.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150045.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150120.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150139.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150250.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150358.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150423.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_150519.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152215.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152321.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152401.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152436.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152927.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_152946.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153000.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153039.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153128.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153212.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153248.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153315.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153406.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153504.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153545.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153621.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153656.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_153937.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_154020.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_154221.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_154709.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_summary_20251226_155038.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/final/schneider_Schneider_LP1K_FINAL_2025-12-26_summary_20251226_130950.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_132803.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_132912.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_132929.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_133017.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_133028.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_133302.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_133337.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134243.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134254.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134310.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134344.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134351.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134405.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_134414.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_153517.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_154119.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_154341.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_155022.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LC1D_TEST1_summary_20251226_155048.json,NONE,NEW_IN_EXECUTION,
,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/logs/test/schneider_Schneider_LP1K_TEST1_summary_20251226_124312.json,NONE,NEW_IN_EXECUTION,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_140913.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_140913.csv,EXACT_RELATIVE_PATH,MAPPED,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141221.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141221.csv,EXACT_RELATIVE_PATH,MAPPED,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141823.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141823.csv,EXACT_RELATIVE_PATH,MAPPED,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141913.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141913.csv,EXACT_RELATIVE_PATH,MAPPED,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141936.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_141936.csv,EXACT_RELATIVE_PATH,MAPPED,
ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_142503.csv,ARCHIVE/2025-12-26_catalog_pipeline_v1/evidence_runs/catalog_pipeline_nested/output/final/schneider_Schneider_LC1E_Contactors_FINAL_2025-12-26_normalized_20251226_142503.csv,EXACT_RELATIVE_PATH,MAPPED,
